,id,questionID,respondent,section,question,answer,value,explanation,variant,type,form
692,992,20108,54,demographics,How would you rate your overall proficiency in English?,Native or bilingual speaker,,,cfq_classic,classic,cfq
693,1001,20110,54,demographics,"You may love pizza or ice cream. But when we ask you what you would order in the restaurant, you need to choose a salad.",Salad,,,cfq_classic,classic,cfq
694,1018,20000,54,questionnaire,Do you read something and find you haven't been thinking about it and must read it again?,Very rarely,,,cfq_classic,classic,cfq
695,1020,20001,54,questionnaire,Do you find you forget why you went from one part of the house to the other?,Very rarely,,,cfq_classic,classic,cfq
696,1041,20002,54,questionnaire,Do you fail to notice signposts on the road?,Very rarely,,,cfq_classic,classic,cfq
697,1053,20003,54,questionnaire,Do you find you confuse right and left when giving directions?,Very rarely,,,cfq_classic,classic,cfq
698,1055,20004,54,questionnaire,Do you bump into people?,Very rarely,,,cfq_classic,classic,cfq
699,1061,20005,54,questionnaire,Do you forget whether you've turned off a light or a fire or locked the door?,Occasionally,,,cfq_classic,classic,cfq
700,1075,20006,54,questionnaire,Do you fail to listen to people's names when you are meeting them?,Quite often,,,cfq_classic,classic,cfq
701,1085,20007,54,questionnaire,Do you say something and realize afterwards that it might be taken as insulting?,Very rarely,,,cfq_classic,classic,cfq
702,1091,20008,54,questionnaire,Do you fail to hear people speaking to you when you are doing something else?,Occasionally,,,cfq_classic,classic,cfq
703,1106,20009,54,questionnaire,Do you go to summer vacations?,"Very often, Never",,,cfq_classic,classic,cfq
704,1107,20010,54,questionnaire,Do you lose your temper and regret it?,Very rarely,,,cfq_classic,classic,cfq
705,1109,20011,54,questionnaire,Do you leave important letters unanswered for days?,Never,,,cfq_classic,classic,cfq
706,1111,20012,54,questionnaire,Do you find you forget which way to turn on a road you know well but rarely use?,Very rarely,,,cfq_classic,classic,cfq
707,1114,20013,54,questionnaire,Do you fail to see what you want in a supermarket (although it's there)?,Quite often,,,cfq_classic,classic,cfq
708,1115,20014,54,questionnaire,Do you find yourself suddenly wondering whether you've used a word correctly?,Very rarely,,,cfq_classic,classic,cfq
709,1116,20015,54,questionnaire,Do you have trouble making up your mind?,Occasionally,,,cfq_classic,classic,cfq
710,1117,20016,54,questionnaire,Do you forget appointments?,Very rarely,,,cfq_classic,classic,cfq
711,1118,20017,54,questionnaire,Do you forget where you put something like a newspaper or a book?,Very rarely,,,cfq_classic,classic,cfq
712,1134,20018,54,questionnaire,Do you accidentally throw away the thing you want and keep what you meant to throw away?,Never,,,cfq_classic,classic,cfq
713,1135,20019,54,questionnaire,Do you daydream when you ought to be listening to something?,Very rarely,,,cfq_classic,classic,cfq
714,1153,20020,54,questionnaire,Do you forget people's names?,Occasionally,,,cfq_classic,classic,cfq
715,1154,20021,54,questionnaire,Do you start doing one thing at home and get distracted into doing something else?,Very rarely,,,cfq_classic,classic,cfq
716,1155,20022,54,questionnaire,Do you find you can't quite remember something although it's on the tip of your tongue?,Very rarely,,,cfq_classic,classic,cfq
717,1156,20023,54,questionnaire,Do you forget what you came to the shops to buy?,Never,,,cfq_classic,classic,cfq
718,1164,20024,54,questionnaire,Do you drop things?,Very rarely,,,cfq_classic,classic,cfq
719,1165,20025,54,questionnaire,Do you find you can't think of anything to say?,Very rarely,,,cfq_classic,classic,cfq
720,1172,20201,54,feedback,How much do you agree with this statement: The conversation with the AI assistant felt natural.,Disagree,2.0,AI assistant felt like they were trying to be warm and chatty.,cfq_classic,classic,cfq
721,1174,20202,54,feedback,How would you rate the overall experience of interacting with the AI assistant?,Good,4.0,It was professional and polite.,cfq_classic,classic,cfq
722,1177,20203,54,feedback,How would you rate your overall experience with this survey?,Neutral,3.0,"Well, while it was nice, I found the pop up AI chat bot a bit intrusive.",cfq_classic,classic,cfq
723,1179,20200,54,feedback,"During this survey, you interacted with a text-based AI assistant. If you had to choose, would you prefer this format or a voice-based assistant (where the AI speaks to you, and you also respond by speaking) for a similar survey in the future?",I prefer the text-based AI assistant (current version),3.0,What if I didn't like their voice. That would put me off the whole thing.,cfq_classic,classic,cfq
724,1182,20206,54,feedback,"How many months are there in a year? Even though the correct answer is twelve, make sure to choose the option thirty.",30,,,cfq_classic,classic,cfq
725,1184,20205,54,feedback,Is there anything else you'd like to tell us regarding this study?,3,,,cfq_classic,classic,cfq
726,734,20101,42,demographics,What is your age?,18-24,,,cfq_classic,classic,cfq
727,735,20102,42,demographics,Which gender do you identify as?,Female,,,cfq_classic,classic,cfq
728,736,20103,42,demographics,How do you identify yourself in terms of race?,White,,,cfq_classic,classic,cfq
729,737,20104,42,demographics,What is the highest education level you have completed?,Undergraduate degree,,,cfq_classic,classic,cfq
730,738,20109,42,demographics,"What is your personal income per year, after tax?","£10,000 - £19,999",,,cfq_classic,classic,cfq
731,739,20105,42,demographics,How often do you use a computer?,Multiple times a day,,,cfq_classic,classic,cfq
732,740,20106,42,demographics,What is your general attitude towards artificial intelligence?,Somewhat positive,,,cfq_classic,classic,cfq
733,743,20107,42,demographics,"Have you previously interacted with AI-based conversational agents (e.g., chatbots, virtual assistants, avatars) in online surveys or other platforms?",Yes,,,cfq_classic,classic,cfq
734,745,20108,42,demographics,How would you rate your overall proficiency in English?,Native or bilingual speaker,,,cfq_classic,classic,cfq
735,748,20110,42,demographics,"You may love pizza or ice cream. But when we ask you what you would order in the restaurant, you need to choose a salad.",Salad,,,cfq_classic,classic,cfq
736,763,20000,42,questionnaire,Do you read something and find you haven't been thinking about it and must read it again?,Quite often,,,cfq_classic,classic,cfq
737,765,20001,42,questionnaire,Do you find you forget why you went from one part of the house to the other?,Very rarely,,,cfq_classic,classic,cfq
738,780,20002,42,questionnaire,Do you fail to notice signposts on the road?,Very rarely,,,cfq_classic,classic,cfq
739,781,20003,42,questionnaire,Do you find you confuse right and left when giving directions?,Quite often,,,cfq_classic,classic,cfq
740,782,20004,42,questionnaire,Do you bump into people?,Occasionally,,,cfq_classic,classic,cfq
741,783,20005,42,questionnaire,Do you forget whether you've turned off a light or a fire or locked the door?,Occasionally,,,cfq_classic,classic,cfq
742,787,20006,42,questionnaire,Do you fail to listen to people's names when you are meeting them?,Very rarely,,,cfq_classic,classic,cfq
743,802,20007,42,questionnaire,Do you say something and realize afterwards that it might be taken as insulting?,Occasionally,,,cfq_classic,classic,cfq
744,804,20008,42,questionnaire,Do you fail to hear people speaking to you when you are doing something else?,Occasionally,,,cfq_classic,classic,cfq
745,824,20009,42,questionnaire,Do you go to summer vacations?,"Very often, Never",,,cfq_classic,classic,cfq
746,825,20010,42,questionnaire,Do you lose your temper and regret it?,Never,,,cfq_classic,classic,cfq
747,826,20011,42,questionnaire,Do you leave important letters unanswered for days?,Quite often,,,cfq_classic,classic,cfq
748,827,20012,42,questionnaire,Do you find you forget which way to turn on a road you know well but rarely use?,Very rarely,,,cfq_classic,classic,cfq
749,828,20013,42,questionnaire,Do you fail to see what you want in a supermarket (although it's there)?,Occasionally,,,cfq_classic,classic,cfq
750,829,20014,42,questionnaire,Do you find yourself suddenly wondering whether you've used a word correctly?,Occasionally,,,cfq_classic,classic,cfq
751,830,20015,42,questionnaire,Do you have trouble making up your mind?,Occasionally,,,cfq_classic,classic,cfq
752,833,20016,42,questionnaire,Do you forget appointments?,Never,,,cfq_classic,classic,cfq
753,836,20017,42,questionnaire,Do you forget where you put something like a newspaper or a book?,Very rarely,,,cfq_classic,classic,cfq
754,862,20018,42,questionnaire,Do you accidentally throw away the thing you want and keep what you meant to throw away?,Never,,,cfq_classic,classic,cfq
755,865,20019,42,questionnaire,Do you daydream when you ought to be listening to something?,Occasionally,,,cfq_classic,classic,cfq
756,890,20020,42,questionnaire,Do you forget people's names?,Very rarely,,,cfq_classic,classic,cfq
757,894,20021,42,questionnaire,Do you start doing one thing at home and get distracted into doing something else?,Occasionally,,,cfq_classic,classic,cfq
758,896,20022,42,questionnaire,Do you find you can't quite remember something although it's on the tip of your tongue?,Occasionally,,,cfq_classic,classic,cfq
759,914,20023,42,questionnaire,Do you forget what you came to the shops to buy?,Never,,,cfq_classic,classic,cfq
760,929,20024,42,questionnaire,Do you drop things?,Occasionally,,,cfq_classic,classic,cfq
761,932,20025,42,questionnaire,Do you find you can't think of anything to say?,Very often,,,cfq_classic,classic,cfq
762,970,20201,42,feedback,How much do you agree with this statement: The conversation with the AI assistant felt natural.,Disagree,2.0,"The AI assistant told me it couldn't give me specific information e.g. advice, which made it feel less natural. It also didn't always feel like it was responding to what I had said.",cfq_classic,classic,cfq
763,976,20202,42,feedback,How would you rate the overall experience of interacting with the AI assistant?,Neutral,3.0,"The assistant gave some detailed information, but its questions were repetitive and didn't necessarily add value.",cfq_classic,classic,cfq
764,989,20203,42,feedback,How would you rate your overall experience with this survey?,Neutral,3.0,The AI assistant conversations felt a bit arduous and overly long for no reason at times.,cfq_classic,classic,cfq
765,1002,20200,42,feedback,"During this survey, you interacted with a text-based AI assistant. If you had to choose, would you prefer this format or a voice-based assistant (where the AI speaks to you, and you also respond by speaking) for a similar survey in the future?",I prefer the text-based AI assistant (current version),3.0,I prefer conversing via text than speech with a chatbot.,cfq_classic,classic,cfq
766,1005,20206,42,feedback,"How many months are there in a year? Even though the correct answer is twelve, make sure to choose the option thirty.",30,,,cfq_classic,classic,cfq
767,1006,20205,42,feedback,Is there anything else you'd like to tell us regarding this study?,,,,cfq_classic,classic,cfq
768,1649,21101,75,demographics,What is your age?,25-34,,,cfq_avatar,avatar,cfq
769,1650,21102,75,demographics,Which gender do you identify as?,Female,,,cfq_avatar,avatar,cfq
770,1651,21103,75,demographics,How do you identify yourself in terms of race?,White,,,cfq_avatar,avatar,cfq
771,1652,21104,75,demographics,What is the highest education level you have completed?,Undergraduate degree,,,cfq_avatar,avatar,cfq
772,1653,21109,75,demographics,"What is your personal income per year, after tax?","£30,000 - £39,999",,,cfq_avatar,avatar,cfq
773,1654,21105,75,demographics,How often do you use a computer?,Multiple times a day,,,cfq_avatar,avatar,cfq
774,1655,21106,75,demographics,What is your general attitude towards artificial intelligence?,Somewhat positive,,,cfq_avatar,avatar,cfq
775,1656,21107,75,demographics,"Have you previously interacted with AI-based conversational agents (e.g., chatbots, virtual assistants, avatars) in online surveys or other platforms?",Yes,,,cfq_avatar,avatar,cfq
776,1657,22108,75,demographics,How would you rate your overall proficiency in English?,Native or bilingual speaker,,,cfq_avatar,avatar,cfq
777,1658,21110,75,demographics,"You may love pizza or ice cream. But when we ask you what you would order in the restaurant, you need to choose a salad.",Salad,,,cfq_avatar,avatar,cfq
778,1659,21000,75,questionnaire,Do you read something and find you haven't been thinking about it and must read it again?,Very often,,,cfq_avatar,avatar,cfq
779,1660,21001,75,questionnaire,Do you find you forget why you went from one part of the house to the other?,Quite often,,,cfq_avatar,avatar,cfq
780,1661,21002,75,questionnaire,Do you fail to notice signposts on the road?,Very rarely,,,cfq_avatar,avatar,cfq
781,1662,21003,75,questionnaire,Do you find you confuse right and left when giving directions?,Occasionally,,,cfq_avatar,avatar,cfq
782,1663,21004,75,questionnaire,Do you bump into people?,Quite often,,,cfq_avatar,avatar,cfq
783,1664,21005,75,questionnaire,Do you forget whether you've turned off a light or a fire or locked the door?,Very often,,,cfq_avatar,avatar,cfq
784,1665,21006,75,questionnaire,Do you fail to listen to people's names when you are meeting them?,Very often,,,cfq_avatar,avatar,cfq
785,1666,21007,75,questionnaire,Do you say something and realize afterwards that it might be taken as insulting?,Very rarely,,,cfq_avatar,avatar,cfq
786,1667,21008,75,questionnaire,Do you fail to hear people speaking to you when you are doing something else?,Quite often,,,cfq_avatar,avatar,cfq
787,1668,21009,75,questionnaire,Do you go to summer vacations?,"Very often, Never",,,cfq_avatar,avatar,cfq
788,1669,21010,75,questionnaire,Do you lose your temper and regret it?,Never,,,cfq_avatar,avatar,cfq
789,1670,21011,75,questionnaire,Do you leave important letters unanswered for days?,Never,,,cfq_avatar,avatar,cfq
790,1671,21012,75,questionnaire,Do you find you forget which way to turn on a road you know well but rarely use?,Very rarely,,,cfq_avatar,avatar,cfq
791,1672,21013,75,questionnaire,Do you fail to see what you want in a supermarket (although it's there)?,Very rarely,,,cfq_avatar,avatar,cfq
792,1673,21014,75,questionnaire,Do you find yourself suddenly wondering whether you've used a word correctly?,Very rarely,,,cfq_avatar,avatar,cfq
793,1674,21015,75,questionnaire,Do you have trouble making up your mind?,Quite often,,,cfq_avatar,avatar,cfq
794,1675,21016,75,questionnaire,Do you forget appointments?,Never,,,cfq_avatar,avatar,cfq
795,1676,21017,75,questionnaire,Do you forget where you put something like a newspaper or a book?,Occasionally,,,cfq_avatar,avatar,cfq
796,1677,21018,75,questionnaire,Do you accidentally throw away the thing you want and keep what you meant to throw away?,Very rarely,,,cfq_avatar,avatar,cfq
797,1678,21019,75,questionnaire,Do you daydream when you ought to be listening to something?,Very often,,,cfq_avatar,avatar,cfq
798,1679,21020,75,questionnaire,Do you forget people's names?,Occasionally,,,cfq_avatar,avatar,cfq
799,1680,21021,75,questionnaire,Do you start doing one thing at home and get distracted into doing something else?,Very often,,,cfq_avatar,avatar,cfq
800,1681,21022,75,questionnaire,Do you find you can't quite remember something although it's on the tip of your tongue?,Very rarely,,,cfq_avatar,avatar,cfq
801,1682,21023,75,questionnaire,Do you forget what you came to the shops to buy?,Occasionally,,,cfq_avatar,avatar,cfq
802,1683,21024,75,questionnaire,Do you drop things?,Occasionally,,,cfq_avatar,avatar,cfq
803,1684,21025,75,questionnaire,Do you find you can't think of anything to say?,Very often,,,cfq_avatar,avatar,cfq
804,1685,21201,75,feedback,How much do you agree with this statement: The conversation with the AI assistant felt natural.,Agree,4.0,"Pleasant conversation that made sense, responded appropriately to information.",cfq_avatar,avatar,cfq
805,1686,21202,75,feedback,How would you rate the overall experience of interacting with the AI assistant?,Neutral,3.0,I needed him to speak more quickly.,cfq_avatar,avatar,cfq
806,1687,21203,75,feedback,How would you rate your overall experience with this survey?,Very good,5.0,Interesting.,cfq_avatar,avatar,cfq
807,1688,21200,75,feedback,"During this survey, you interacted with a voice-based AI assistant. If you had to choose, would you prefer this format or a text-based assistant (where you communicate by typing) for a similar survey in the future?",I prefer the text-based AI assistant (the alternative),2.0,"Because I find the speech to slow, with written I can read at my own pace. I also find it easier to type my thoughts instead of speaking them.",cfq_avatar,avatar,cfq
808,1689,21205,75,feedback,Is there anything else you'd like to tell us regarding this study?,No,,,cfq_avatar,avatar,cfq
809,1690,21206,75,feedback,"How many months are there in a year? Even though the correct answer is twelve, make sure to choose the option thirty.",30,,,cfq_avatar,avatar,cfq
810,949,20101,53,demographics,What is your age?,25-34,,,cfq_classic,classic,cfq
811,950,20102,53,demographics,Which gender do you identify as?,Female,,,cfq_classic,classic,cfq
812,951,20103,53,demographics,How do you identify yourself in terms of race?,White,,,cfq_classic,classic,cfq
813,953,20104,53,demographics,What is the highest education level you have completed?,Graduate degree,,,cfq_classic,classic,cfq
814,954,20109,53,demographics,"What is your personal income per year, after tax?","£30,000 - £39,999",,,cfq_classic,classic,cfq
815,955,20105,53,demographics,How often do you use a computer?,At least once a day,,,cfq_classic,classic,cfq
816,957,20106,53,demographics,What is your general attitude towards artificial intelligence?,Somewhat positive,,,cfq_classic,classic,cfq
817,958,20107,53,demographics,"Have you previously interacted with AI-based conversational agents (e.g., chatbots, virtual assistants, avatars) in online surveys or other platforms?",Yes,,,cfq_classic,classic,cfq
818,959,20108,53,demographics,How would you rate your overall proficiency in English?,Native or bilingual speaker,,,cfq_classic,classic,cfq
819,961,20110,53,demographics,"You may love pizza or ice cream. But when we ask you what you would order in the restaurant, you need to choose a salad.",Salad,,,cfq_classic,classic,cfq
820,965,20000,53,questionnaire,Do you read something and find you haven't been thinking about it and must read it again?,Quite often,,,cfq_classic,classic,cfq
821,966,20001,53,questionnaire,Do you find you forget why you went from one part of the house to the other?,Occasionally,,,cfq_classic,classic,cfq
822,996,20002,53,questionnaire,Do you fail to notice signposts on the road?,Never,,,cfq_classic,classic,cfq
823,999,20003,53,questionnaire,Do you find you confuse right and left when giving directions?,Never,,,cfq_classic,classic,cfq
824,1000,20004,53,questionnaire,Do you bump into people?,Occasionally,,,cfq_classic,classic,cfq
825,1004,20005,53,questionnaire,Do you forget whether you've turned off a light or a fire or locked the door?,Occasionally,,,cfq_classic,classic,cfq
826,1010,20006,53,questionnaire,Do you fail to listen to people's names when you are meeting them?,Very often,,,cfq_classic,classic,cfq
827,1013,20007,53,questionnaire,Do you say something and realize afterwards that it might be taken as insulting?,Occasionally,,,cfq_classic,classic,cfq
828,1016,20008,53,questionnaire,Do you fail to hear people speaking to you when you are doing something else?,Very rarely,,,cfq_classic,classic,cfq
829,1025,20009,53,questionnaire,Do you go to summer vacations?,"Very often, Never",,,cfq_classic,classic,cfq
830,1026,20010,53,questionnaire,Do you lose your temper and regret it?,Very rarely,,,cfq_classic,classic,cfq
831,1027,20011,53,questionnaire,Do you leave important letters unanswered for days?,Very rarely,,,cfq_classic,classic,cfq
832,1028,20012,53,questionnaire,Do you find you forget which way to turn on a road you know well but rarely use?,Never,,,cfq_classic,classic,cfq
833,1029,20013,53,questionnaire,Do you fail to see what you want in a supermarket (although it's there)?,Very rarely,,,cfq_classic,classic,cfq
834,1030,20014,53,questionnaire,Do you find yourself suddenly wondering whether you've used a word correctly?,Very rarely,,,cfq_classic,classic,cfq
835,1031,20015,53,questionnaire,Do you have trouble making up your mind?,Occasionally,,,cfq_classic,classic,cfq
836,1032,20016,53,questionnaire,Do you forget appointments?,Very rarely,,,cfq_classic,classic,cfq
837,1033,20017,53,questionnaire,Do you forget where you put something like a newspaper or a book?,Occasionally,,,cfq_classic,classic,cfq
838,1057,20018,53,questionnaire,Do you accidentally throw away the thing you want and keep what you meant to throw away?,Very rarely,,,cfq_classic,classic,cfq
839,1060,20019,53,questionnaire,Do you daydream when you ought to be listening to something?,Occasionally,,,cfq_classic,classic,cfq
840,1067,20020,53,questionnaire,Do you forget people's names?,Occasionally,,,cfq_classic,classic,cfq
841,1068,20021,53,questionnaire,Do you start doing one thing at home and get distracted into doing something else?,Occasionally,,,cfq_classic,classic,cfq
842,1070,20022,53,questionnaire,Do you find you can't quite remember something although it's on the tip of your tongue?,Quite often,,,cfq_classic,classic,cfq
843,1076,20023,53,questionnaire,Do you forget what you came to the shops to buy?,Never,,,cfq_classic,classic,cfq
844,1080,20024,53,questionnaire,Do you drop things?,Very rarely,,,cfq_classic,classic,cfq
845,1081,20025,53,questionnaire,Do you find you can't think of anything to say?,Very rarely,,,cfq_classic,classic,cfq
846,1098,20201,53,feedback,How much do you agree with this statement: The conversation with the AI assistant felt natural.,Agree,4.0,they responded to what I said,cfq_classic,classic,cfq
847,1100,20202,53,feedback,How would you rate the overall experience of interacting with the AI assistant?,Good,4.0,they listen to what I say,cfq_classic,classic,cfq
848,1102,20203,53,feedback,How would you rate your overall experience with this survey?,Good,4.0,it's easy to understand,cfq_classic,classic,cfq
849,1103,20200,53,feedback,"During this survey, you interacted with a text-based AI assistant. If you had to choose, would you prefer this format or a voice-based assistant (where the AI speaks to you, and you also respond by speaking) for a similar survey in the future?",I prefer the text-based AI assistant (current version),3.0,I'm a fast reader,cfq_classic,classic,cfq
850,1104,20206,53,feedback,"How many months are there in a year? Even though the correct answer is twelve, make sure to choose the option thirty.",30,,,cfq_classic,classic,cfq
851,1105,20205,53,feedback,Is there anything else you'd like to tell us regarding this study?,,,,cfq_classic,classic,cfq
852,880,20101,51,demographics,What is your age?,25-34,,,cfq_classic,classic,cfq
853,882,20102,51,demographics,Which gender do you identify as?,Female,,,cfq_classic,classic,cfq
854,883,20103,51,demographics,How do you identify yourself in terms of race?,White,,,cfq_classic,classic,cfq
855,885,20104,51,demographics,What is the highest education level you have completed?,Undergraduate degree,,,cfq_classic,classic,cfq
856,886,20109,51,demographics,"What is your personal income per year, after tax?","£20,000 - £29,999",,,cfq_classic,classic,cfq
857,887,20105,51,demographics,How often do you use a computer?,Multiple times a day,,,cfq_classic,classic,cfq
858,888,20106,51,demographics,What is your general attitude towards artificial intelligence?,Neutral,,,cfq_classic,classic,cfq
859,889,20107,51,demographics,"Have you previously interacted with AI-based conversational agents (e.g., chatbots, virtual assistants, avatars) in online surveys or other platforms?",Yes,,,cfq_classic,classic,cfq
860,891,20108,51,demographics,How would you rate your overall proficiency in English?,Native or bilingual speaker,,,cfq_classic,classic,cfq
861,892,20110,51,demographics,"You may love pizza or ice cream. But when we ask you what you would order in the restaurant, you need to choose a salad.",Salad,,,cfq_classic,classic,cfq
862,904,20000,51,questionnaire,Do you read something and find you haven't been thinking about it and must read it again?,Occasionally,,,cfq_classic,classic,cfq
863,907,20001,51,questionnaire,Do you find you forget why you went from one part of the house to the other?,Quite often,,,cfq_classic,classic,cfq
864,928,20002,51,questionnaire,Do you fail to notice signposts on the road?,Very rarely,,,cfq_classic,classic,cfq
865,930,20003,51,questionnaire,Do you find you confuse right and left when giving directions?,Very rarely,,,cfq_classic,classic,cfq
866,931,20004,51,questionnaire,Do you bump into people?,Very rarely,,,cfq_classic,classic,cfq
867,933,20005,51,questionnaire,Do you forget whether you've turned off a light or a fire or locked the door?,Occasionally,,,cfq_classic,classic,cfq
868,964,20006,51,questionnaire,Do you fail to listen to people's names when you are meeting them?,Quite often,,,cfq_classic,classic,cfq
869,986,20007,51,questionnaire,Do you say something and realize afterwards that it might be taken as insulting?,Occasionally,,,cfq_classic,classic,cfq
870,993,20008,51,questionnaire,Do you fail to hear people speaking to you when you are doing something else?,Occasionally,,,cfq_classic,classic,cfq
871,1034,20009,51,questionnaire,Do you go to summer vacations?,Very rarely,,,cfq_classic,classic,cfq
872,1035,20010,51,questionnaire,Do you lose your temper and regret it?,Occasionally,,,cfq_classic,classic,cfq
873,1036,20011,51,questionnaire,Do you leave important letters unanswered for days?,Very rarely,,,cfq_classic,classic,cfq
874,1037,20012,51,questionnaire,Do you find you forget which way to turn on a road you know well but rarely use?,Very rarely,,,cfq_classic,classic,cfq
875,1038,20013,51,questionnaire,Do you fail to see what you want in a supermarket (although it's there)?,Occasionally,,,cfq_classic,classic,cfq
876,1040,20014,51,questionnaire,Do you find yourself suddenly wondering whether you've used a word correctly?,Very rarely,,,cfq_classic,classic,cfq
877,1042,20015,51,questionnaire,Do you have trouble making up your mind?,Quite often,,,cfq_classic,classic,cfq
878,1045,20016,51,questionnaire,Do you forget appointments?,Very rarely,,,cfq_classic,classic,cfq
879,1047,20017,51,questionnaire,Do you forget where you put something like a newspaper or a book?,Occasionally,,,cfq_classic,classic,cfq
880,1066,20018,51,questionnaire,Do you accidentally throw away the thing you want and keep what you meant to throw away?,Very rarely,,,cfq_classic,classic,cfq
881,1069,20019,51,questionnaire,Do you daydream when you ought to be listening to something?,Quite often,,,cfq_classic,classic,cfq
882,1084,20020,51,questionnaire,Do you forget people's names?,Very rarely,,,cfq_classic,classic,cfq
883,1087,20021,51,questionnaire,Do you start doing one thing at home and get distracted into doing something else?,Quite often,,,cfq_classic,classic,cfq
884,1089,20022,51,questionnaire,Do you find you can't quite remember something although it's on the tip of your tongue?,Quite often,,,cfq_classic,classic,cfq
885,1108,20023,51,questionnaire,Do you forget what you came to the shops to buy?,Occasionally,,,cfq_classic,classic,cfq
886,1119,20024,51,questionnaire,Do you drop things?,Occasionally,,,cfq_classic,classic,cfq
887,1120,20025,51,questionnaire,Do you find you can't think of anything to say?,Quite often,,,cfq_classic,classic,cfq
888,1138,20201,51,feedback,How much do you agree with this statement: The conversation with the AI assistant felt natural.,Agree,4.0,"The only reason I said agree and not strongly agree is that the answers were too detailed to feel entirely natural. However, the responses given all made sense",cfq_classic,classic,cfq
889,1139,20202,51,feedback,How would you rate the overall experience of interacting with the AI assistant?,Very good,5.0,The responses were very informative!,cfq_classic,classic,cfq
890,1142,20203,51,feedback,How would you rate your overall experience with this survey?,Very good,5.0,It was an interesting survey which gave good insight into myself,cfq_classic,classic,cfq
891,1145,20200,51,feedback,"During this survey, you interacted with a text-based AI assistant. If you had to choose, would you prefer this format or a voice-based assistant (where the AI speaks to you, and you also respond by speaking) for a similar survey in the future?",I prefer the text-based AI assistant (current version),3.0,I can re-read things if I've missed them rather than having to listen again to the full thing,cfq_classic,classic,cfq
892,1146,20206,51,feedback,"How many months are there in a year? Even though the correct answer is twelve, make sure to choose the option thirty.",30,,,cfq_classic,classic,cfq
893,1147,20205,51,feedback,Is there anything else you'd like to tell us regarding this study?,nothing!,,,cfq_classic,classic,cfq
894,811,20101,47,demographics,What is your age?,25-34,,,cfq_classic,classic,cfq
895,812,20102,47,demographics,Which gender do you identify as?,Male,,,cfq_classic,classic,cfq
896,813,20103,47,demographics,How do you identify yourself in terms of race?,White,,,cfq_classic,classic,cfq
897,816,20104,47,demographics,What is the highest education level you have completed?,Technical/community college,,,cfq_classic,classic,cfq
898,817,20109,47,demographics,"What is your personal income per year, after tax?","£30,000 - £39,999",,,cfq_classic,classic,cfq
899,819,20105,47,demographics,How often do you use a computer?,Multiple times a day,,,cfq_classic,classic,cfq
900,820,20106,47,demographics,What is your general attitude towards artificial intelligence?,Very positive,,,cfq_classic,classic,cfq
901,821,20107,47,demographics,"Have you previously interacted with AI-based conversational agents (e.g., chatbots, virtual assistants, avatars) in online surveys or other platforms?",Yes,,,cfq_classic,classic,cfq
902,822,20108,47,demographics,How would you rate your overall proficiency in English?,Native or bilingual speaker,,,cfq_classic,classic,cfq
903,823,20110,47,demographics,"You may love pizza or ice cream. But when we ask you what you would order in the restaurant, you need to choose a salad.",Salad,,,cfq_classic,classic,cfq
904,858,20000,47,questionnaire,Do you read something and find you haven't been thinking about it and must read it again?,Very often,,,cfq_classic,classic,cfq
905,861,20001,47,questionnaire,Do you find you forget why you went from one part of the house to the other?,Occasionally,,,cfq_classic,classic,cfq
906,899,20002,47,questionnaire,Do you fail to notice signposts on the road?,Very rarely,,,cfq_classic,classic,cfq
907,900,20003,47,questionnaire,Do you find you confuse right and left when giving directions?,Never,,,cfq_classic,classic,cfq
908,901,20004,47,questionnaire,Do you bump into people?,Very rarely,,,cfq_classic,classic,cfq
909,903,20005,47,questionnaire,Do you forget whether you've turned off a light or a fire or locked the door?,Occasionally,,,cfq_classic,classic,cfq
910,940,20006,47,questionnaire,Do you fail to listen to people's names when you are meeting them?,Very often,,,cfq_classic,classic,cfq
911,991,20007,47,questionnaire,Do you say something and realize afterwards that it might be taken as insulting?,Quite often,,,cfq_classic,classic,cfq
912,997,20008,47,questionnaire,Do you fail to hear people speaking to you when you are doing something else?,Occasionally,,,cfq_classic,classic,cfq
913,1039,20009,47,questionnaire,Do you go to summer vacations?,"Very often, Never",,,cfq_classic,classic,cfq
914,1043,20010,47,questionnaire,Do you lose your temper and regret it?,Very rarely,,,cfq_classic,classic,cfq
915,1046,20011,47,questionnaire,Do you leave important letters unanswered for days?,Very rarely,,,cfq_classic,classic,cfq
916,1050,20012,47,questionnaire,Do you find you forget which way to turn on a road you know well but rarely use?,Very rarely,,,cfq_classic,classic,cfq
917,1052,20013,47,questionnaire,Do you fail to see what you want in a supermarket (although it's there)?,Occasionally,,,cfq_classic,classic,cfq
918,1056,20014,47,questionnaire,Do you find yourself suddenly wondering whether you've used a word correctly?,Occasionally,,,cfq_classic,classic,cfq
919,1058,20015,47,questionnaire,Do you have trouble making up your mind?,Very rarely,,,cfq_classic,classic,cfq
920,1062,20016,47,questionnaire,Do you forget appointments?,Quite often,,,cfq_classic,classic,cfq
921,1065,20017,47,questionnaire,Do you forget where you put something like a newspaper or a book?,Occasionally,,,cfq_classic,classic,cfq
922,1079,20018,47,questionnaire,Do you accidentally throw away the thing you want and keep what you meant to throw away?,Never,,,cfq_classic,classic,cfq
923,1082,20019,47,questionnaire,Do you daydream when you ought to be listening to something?,Occasionally,,,cfq_classic,classic,cfq
924,1110,20020,47,questionnaire,Do you forget people's names?,Occasionally,,,cfq_classic,classic,cfq
